"","id","creator","date","publisher","subject1","title"
"722","anthronotesnat2412003hunt",NA,1979,"Washington, D.C. : Smithsonian Institution","National Museum of Natural History (U.S.). Anthropology Outreach Office","Anthro notes : National Museum of Natural History bulletin for teachers"
"723","anthronotesnat2422003hunt",NA,1979,"Washington, D.C. : Smithsonian Institution","National Museum of Natural History (U.S.). Anthropology Outreach Office","Anthro notes : National Museum of Natural History bulletin for teachers"
"724","anthronotesnat2512004hunt",NA,1979,"Washington, D.C. : Smithsonian Institution","National Museum of Natural History (U.S.). Anthropology Outreach Office","Anthro notes : National Museum of Natural History bulletin for teachers"
"725","anthronotesnat2522004hunt",NA,1979,"Washington, D.C. : Smithsonian Institution","National Museum of Natural History (U.S.). Anthropology Outreach Office","Anthro notes : National Museum of Natural History bulletin for teachers"
"726","anthronotesnat2612005hunt",NA,1979,"Washington, D.C. : Smithsonian Institution","National Museum of Natural History (U.S.). Anthropology Outreach Office","Anthro notes : National Museum of Natural History bulletin for teachers"
"727","anthronotesnat2622005hunt",NA,1979,"Washington, D.C. : Smithsonian Institution","National Museum of Natural History (U.S.). Anthropology Outreach Office","Anthro notes : National Museum of Natural History bulletin for teachers"
"728","anthronotesnat2722006hunt",NA,1979,"Washington, D.C. : Smithsonian Institution","National Museum of Natural History (U.S.). Anthropology Outreach Office","Anthro notes : National Museum of Natural History bulletin for teachers"
"729","anthronotesnat2822007hunt",NA,1979,"Washington, D.C. : Smithsonian Institution","National Museum of Natural History (U.S.). Anthropology Outreach Office","Anthro notes : National Museum of Natural History bulletin for teachers"
"730","anthronotesnat2912008hunt",NA,1979,"Washington, D.C. : Smithsonian Institution","National Museum of Natural History (U.S.). Anthropology Outreach Office","Anthro notes : National Museum of Natural History bulletin for teachers"
"731","anthronotesnat2922008hunt",NA,1979,"Washington, D.C. : Smithsonian Institution","National Museum of Natural History (U.S.). Anthropology Outreach Office","Anthro notes : National Museum of Natural History bulletin for teachers"
"732","anthronotesnat3012009hunt",NA,1979,"Washington, D.C. : Smithsonian Institution","National Museum of Natural History (U.S.). Anthropology Outreach Office","Anthro notes : National Museum of Natural History bulletin for teachers"
"733","anthronotesnat3022009hunt",NA,1979,"Washington, D.C. : Smithsonian Institution","National Museum of Natural History (U.S.). Anthropology Outreach Office","Anthro notes : National Museum of Natural History bulletin for teachers"
"734","anthronotesnat3112010hunt",NA,1979,"Washington, D.C. : Smithsonian Institution","National Museum of Natural History (U.S.). Anthropology Outreach Office","Anthro notes : National Museum of Natural History bulletin for teachers"
"735","anthronotesnat3122010hunt",NA,1979,"Washington, D.C. : Smithsonian Institution","National Museum of Natural History (U.S.). Anthropology Outreach Office","Anthro notes : National Museum of Natural History bulletin for teachers"
"736","anthronotesnat3212011hunt",NA,1979,"Washington, D.C. : Smithsonian Institution","National Museum of Natural History (U.S.). Anthropology Outreach Office","Anthro notes : National Museum of Natural History bulletin for teachers"
"737","anthronotesnat3222011hunt",NA,1979,"Washington, D.C. : Smithsonian Institution","National Museum of Natural History (U.S.). Anthropology Outreach Office","Anthro notes : National Museum of Natural History bulletin for teachers"
"738","anthronotesnat3312012hunt",NA,1979,"Washington, D.C. : Smithsonian Institution","National Museum of Natural History (U.S.). Anthropology Outreach Office","Anthro notes : National Museum of Natural History bulletin for teachers"
"739","anthronotesnat3322012hunt",NA,1979,"Washington, D.C. : Smithsonian Institution","National Museum of Natural History (U.S.). Anthropology Outreach Office","Anthro notes : National Museum of Natural History bulletin for teachers"
"740","anthronotesnatio271hunt",NA,1979,"Washington, D.C. : Smithsonian Institution","National Museum of Natural History (U.S.). Anthropology Outreach Office","Anthro notes : National Museum of Natural History bulletin for teachers"
"741","anthronotesnatio281hunt",NA,1979,"Washington, D.C. : Smithsonian Institution","National Museum of Natural History (U.S.). Anthropology Outreach Office","Anthro notes : National Museum of Natural History bulletin for teachers"
"742","anthropologyofno00cros",NA,1994,"Washington : Smithsonian Institution Press","Ethnology","Anthropology of the North Pacific Rim"
"743","antiquarysmagazi00newy",NA,1860,"New York",NA,"The Antiquary's magazine: or, Relics of past men, tribes and nations .."
"744","antiquereproduct00sack","Sack (I.) Cabinet Hardware Company",1900,"New York : The Company",NA,"Antique reproductions : cabinet hardware and period fittings"
"745","antiquetobaccopo24skin","Skinner, Alanson, 1886-1925",1920,"New York : Museum of the American Indian, Heye Foundation","Iroquois Indians","An antique tobacco-pouch of the Iroquois"
"746","antiqueworksofar00pitt","Pitt-Rivers, Augustus Henry Lane-Fox, 1827-1900",1900,"[London] : Printed Privately",NA,"Antique works of art from Benin"
"747","AntiquitiesMexiv2King",NA,1831,"London : Printed by James Moyse ... : Published by Robert Havell ... and Colnaghi, Son, and Co. ...","Indians of Mexico","Antiquities of Mexico : comprising fac-similes of ancient Mexican paintings and hieroglyphics, preserved in the Royal Libraries of Paris, Berlin, and Dresden; in the Imperial Library of Vienna; in the Vatican Library; in the Borgian Museum at Rome; in the Library of the Institute at Bologna; and in the Bodleian Library at Oxford. Together with the Monuments of New Spain, by M. Dupaix: with their respective scales of measurement and accompanying descriptions. The whole illustrated by many valuable inedited manuscripts"
"748","AntiquitiesMexiv3King",NA,1831,"London : Printed by James Moyse ... : Published by Robert Havell ... and Colnaghi, Son, and Co. ...","Indians of Mexico","Antiquities of Mexico : comprising fac-similes of ancient Mexican paintings and hieroglyphics, preserved in the Royal Libraries of Paris, Berlin, and Dresden; in the Imperial Library of Vienna; in the Vatican Library; in the Borgian Museum at Rome; in the Library of the Institute at Bologna; and in the Bodleian Library at Oxford. Together with the Monuments of New Spain, by M. Dupaix: with their respective scales of measurement and accompanying descriptions. The whole illustrated by many valuable inedited manuscripts"
"749","AntiquitiesMexiv8King",NA,1831,"London : Printed by James Moyse ... : Published by Robert Havell ... and Colnaghi, Son, and Co. ...","Indians of Mexico","Antiquities of Mexico : comprising fac-similes of ancient Mexican paintings and hieroglyphics, preserved in the Royal Libraries of Paris, Berlin, and Dresden; in the Imperial Library of Vienna; in the Vatican Library; in the Borgian Museum at Rome; in the Library of the Institute at Bologna; and in the Bodleian Library at Oxford. Together with the Monuments of New Spain, by M. Dupaix: with their respective scales of measurement and accompanying descriptions. The whole illustrated by many valuable inedited manuscripts"
"750","AntiquitiesMexiv9King",NA,1831,"London : Printed by James Moyse ... : Published by Robert Havell ... and Colnaghi, Son, and Co. ...","Indians of Mexico","Antiquities of Mexico : comprising fac-similes of ancient Mexican paintings and hieroglyphics, preserved in the Royal Libraries of Paris, Berlin, and Dresden; in the Imperial Library of Vienna; in the Vatican Library; in the Borgian Museum at Rome; in the Library of the Institute at Bologna; and in the Bodleian Library at Oxford. Together with the Monuments of New Spain, by M. Dupaix: with their respective scales of measurement and accompanying descriptions. The whole illustrated by many valuable inedited manuscripts"
"751","antiquitiesof00savi","Saville, Marshall H. (Marshall Howard), 1867-1935",1910,"New York : [Irving Press]",NA,"The antiquities of Manabi, Ecuador; final report"
"752","antiquitiesofman00savi","Saville, Marshall H. (Marshall Howard), 1867-1935",1907,"New York [Irving Press]",NA,"The antiquities of Manabi, Ecuador; a preliminary report"
"753","antiquitsgyp00pari",NA,1913,"Paris : L. Dubreuil","Art, Egyptian","Antiquités égyptiennes, grecques & romaines : marbres, bronzes verrerie, céramique, orféverie & objets divers provenant de l'ancienne collection Borelli Bey, appartenent à M. H. dont la vente aura lieu à Paris, Hotel Drouot, les mercredi 11 jeudi 12 et vendredi 13 juin 1913"
"754","antiqvitiesAthe1Stua",NA,1762,"London : Printed by J. Haberkorn","Architecture","The antiqvities of Athens"
"755","antiqvitiesAthe2Stua",NA,1762,"London : Printed by J. Haberkorn","Architecture","The antiqvities of Athens"
"756","antiqvitiesAthe3Stua",NA,1762,"London : Printed by J. Haberkorn","Architecture","The antiqvities of Athens"
"757","antiqvitiesAthe4Stua",NA,1762,"London : Printed by J. Haberkorn","Architecture","The antiqvities of Athens"
"758","antoineetexpeint00mang","Mangeant, P. E",1894,"Paris, Typ. de E. Plon, Nourrit et Cie",NA,"Antoine Etex peintre, sculpteur et architecte, 1808-1888"
"759","antongraffeinbei00muth","Muther, Richard, 1860-1909",1881,"Leipzig, E.A. Seemann",NA,"Anton Graff; ein Beitrag zur Kunstgeschichte des achtzehnten Jahrhunderts"
"760","antropologayetno00aran","Aranzadi, Telesforo de, 1860-1945",1911,"Barcelona : A. Martín","Basques","Antropología y etnología del país Vasco-Navarro"
"761","aperunouveauxsur00beau","Beaufreton, Maurice",1918,"Ad Claras Aquas prope Florentiam (Quaracchi presso Firenze) : Collegh S. Bonaventurar",NA,"Aperçu nouveaux sur l'iconographie de Christophe Colomb"
"762","AppendixhistoriIIIAGess","Gessner, Conrad, 1516-1565",1554,"Tiguri : Excudebat C. Froschouerus","Pre-Linnean works","Appendix historiae quadrupedum uiuiparorum & ouiparorum Conradi Gesneri Tigurini"
"763","appletonscyclopa01benj","Benjamin, Park, 1849-1922",1880,"New York, D. Appleton",NA,"Appletons' cyclopaedia of applied mechanics: a dictionary of mechanical engineering and the mechanical arts"
"764","appletonscyclopa02benj","Benjamin, Park, 1849-1922",1880,"New York, D. Appleton",NA,"Appletons' cyclopaedia of applied mechanics: a dictionary of mechanical engineering and the mechanical arts"
"765","appletonsdiction01appl","Appleton, firm, publishers, New York. (1852, D. Appleton & Co.)",1861,"New York : D. Appleton",NA,"Appleton's dictionary of machines, mechanics, engine-work, and engineering"
"766","appletonsdiction02appl","Appleton, firm, publishers, New York. (1852, D. Appleton & Co.)",1861,"New York : D. Appleton",NA,"Appleton's dictionary of machines, mechanics, engine-work, and engineering"
"767","aquila_901983magy",NA,1894,"Budapest : A Magyar Ornithologiai Központ Kiadványa","Birds","Aquila"
"768","archeologicalexp00ferg","Ferguson, Henry Lee",1935,"New York : Museum of the America Indian, Heye Foundation",NA,"Archeological exploration of Fishers island, New York"
"769","archeologicalinv00skin","Skinner, Alanson, 1886-1925",1920,"New York : Museum of the American Indian, Heye Foundation",NA,"Archeological investigations on Manhattan island, New York city"
"770","archeologicalnot00fult","Fulton, William Shirley",1934,"New York : Museum of the American Indian, Heye Foundation",NA,"Archeological notes on Texas Canyon, Arizona"
"771","archeologicalnot00fulton","Fulton, William Shirley",1934,"New York : Museum of the American Indian, Heye Foundation",NA,"Archeological notes on Texas Canyon, Arizona"
"772","archeologicalnot00fultonw","Fulton, William Shirley",1934,"New York : Museum of the American Indian, Heye Foundation",NA,"Archeological notes on Texas Canyon, Arizona"
"773","archeologicalspe00savi",NA,1919,"New York : Museum of the American Indian, Heye Foundation",NA,"Archeological specimens from New England"
"774","archeologyofvirg00booy","Booy, Theodoor Hendrik Nikolaas de, 1882-1919",1919,"New York : Museum of the American Indian, Heye Foundation",NA,"Archeology of the Virgin islands"
"775","architectseye00coop",NA,1962,"New York : Cooper Union Museum","Cooper Union Museum for the Arts of Decoration","The architect's eye"
"776","architecturalann11900kels",NA,1900,"Philadelphia : Architectural Annual",NA,"The architectural annual"
"777","architecturalann21901kels",NA,1900,"Philadelphia : Architectural Annual",NA,"The architectural annual"
"778","Architecturalde00Ridd",NA,1861,"Philadelphia : John Riddell ... : Lindsay & Blakiston ...","Architecture, Domestic","Architectural designs for model country residences : illustrated by colored drawings of elevations and ground plans, accompanied by general descriptions and estimates : prepared expressly for persons who contemplate building, and artisans throughout the United States"
"779","architecturaldra00coop",NA,1982,"New York, N.Y. : The Museum",NA,"Architectural drawings in the collection of the Cooper-Hewitt Museum"
"780","architecturaldra00teal","Teale, Oscar S",1920,"New York : U.P.C. Book",NA,"Architectural drawing : a textbook that combines the parctical instructions and examples that the student needs, with the suggestive programs, supplementary problems, etc, required by the teacher, written by an architect of wide experience who has also taught the subject for years at Teachers' College, Columbia University, and Mechanics' Institute, New York"
"781","architecturalrev11869sloa",NA,1869,"[Philadelphia : Claxton, Remsen & Haffelfinger]","Architecture","The Architectural review and American builders' journal"
"782","architecturalrev21869sloa",NA,1869,"[Philadelphia : Claxton, Remsen & Haffelfinger]","Architecture","The Architectural review and American builders' journal"
"783","architecturePal00Pall",NA,1715,"London : Printed by John Watts for the author",NA,"The architecture of A. Palladio, in four books : containing, a short treatise of the five orders, and the most necessary observations concerning all sorts of building : as also the different construction of private and publick houses, high-ways, bridges, market-places, xystes, and temples, with their plans, sections, and uprights : to which are added several notes and observations made by Inigo Jones, never printed before"
"784","Architectures00",NA,1921,"Paris : Éditions de la Nouvelle Revue Française","Architecture, Modern","Architectures : recueil publié sous la direction de Louis Süe & André Mare ; comprenant un dialogue de Paul Valéry et la présentation d'ouvrages d'architecture, décoration intérieure, peinture, sculpture et gravure contribuant depuis mil neuf cent quatorze a former le style français"
"785","ArchivesduMuseY11Muse","Musée Guimet d'histoire naturelle",1872,"Lyon : H. Georg [etc.]",NA,"Archives du Muséum d'histoire naturelle de Lyon"
"786","arcticresearche00hall","Hall, Charles Francis, 1821-1871",1865,"New York, Harper & Brothers","Franklin, John, 1786-1847","Arctic researches, and life among the Esquimaux; being the narrative of an expedition in search of Sir John Franklin, in the years 1860, 1861, and 1862"
"787","arewarsinevitabl12swan","Swanton, John Reed, 1873-1958",1943,"City of Washington : The Smithsonian Institution",NA,"Are wars inevitable?"
"788","areyouinbusiness00colu",NA,1916,"Columbus : Division of Industrial Hygiene, Ohio State Board of Health","Industrial hygiene","Are you in business for your health? If not, you ought to be : a question which means a great saving to employer and worker alike : standards to be observed in developing personal efficiency and production"
"789","arguementbeforeh00nich","Nichols, Effingham H",1870,"New York",NA,"Arguement before the Hon. J.D. Cox, Secretary of the Interior, showing that the act of 1866 had not repealed the right of the Central Branch Union Pacific Railroad Company, under pre-existing laws to continue and extend its road to the ""Main Trunk"" (the Union Pacific R.R.) as one of the Branches thereof"
"790","argumentbeforeho00nich",NA,1872,"Washington, D.C. : Gibson Brothers, Printers",NA,"Argument before the Hon. B. H. Bristow, solicitor-general of the U.S. showing that the Central branch Union Pacific railroad company is entitled to continue and extend its road to the ""Main Trunk,"" (the Union Pacific Railroad,) and for and in aid of the construction thereof to receive lands and bonds from the United States"
"791","arithmetichaboe00Boet",NA,1400,NA,"Early works to 1900","Incipit arithmeticha boetij [manuscript]"
"792","arkansastraveler00wils","Wilson, Thomas, 1832-1902",1900,"Columbus, Ohio : Press of Fred. J. Heer","Folklore","The Arkansas traveler"
"793","armenianmanuscri06dern",NA,1963,"Washington",NA,"Armenian manuscripts in the Freer Gallery of Art"
"794","armorbronzeartis00nati","National Metalizing Company",1900,"New York : The Company","Bronzes","Armor bronze : artistic and ideal gifts in book ends, door stops, art objects, table and floor lamps"
"795","armourcompany19100ar",NA,1918,"[Chicago, Ill. : The Company]",NA,"Armour and Company, 1918"
"796","armourcompany19100armo",NA,1919,"[Chicago, Ill.] : The Company",NA,"Armour and Company, 1919"
"797","aroundcaribbean00nich","Nicholas, Francis Child, 1862-",1903,"Boston ; New York : H.M. Caldwell company",NA,"Around the Caribbean and across Panama :"
"798","aroundworldinte00fras",NA,1922,"New York : Thomas Y. Crowell Company, publishers","Voyages around the world","Around the world in ten days"
"799","arqueologaargent00ambr","Ambrosetti, Juan B. (Juan Bautista), 1865-1917",1902,"Buenos Aires, Impr. de J.A. Alsina","Indian pottery","Arqueología argentina. Algunos vasos ceremoniales de la región calchaquí"
"800","artartists00hask","Haskins, R. W. (Roswell Willson), 1796-1870",1851,"Buffalo, Press of A. M. Clapp & Co.",NA,"Art and artists"
"801","artartistsinnewo00clin","Cline, Isaac Monroe, 1861-1955",1922,"[New Orleans]","Art","Art and artists in New Orleans during the last century"
"802","artedelalenguato00brce",NA,1893,"La Plata, Tall. de publicaciones del Museo","Toba language (Indian)","Arte de la lengua toba. Con vocabularios.."
"803","artedelidiomamay00belt","Beltrán, Pedro, fl. 1742",1859,"Merida de Yucatan, Impr. de J.D. Espinosa",NA,"Arte del idioma maya reducido a sucintas reglas"
"804","artedelidiomazap00juan",NA,1886,"Morelia, Imprenta del gobierno",NA,"Arte del idioma zapoteco"
"805","artfromorientsel00ande","Anderson Galleries, Inc",1922,"New York : The Anderson Galleries",NA,"Art from the orient : a selection from the collections of H. Kevorkian"
"806","artinamericabefo00balc","Balch, Edwin Swift, 1856-1927",1908,"[Philadelphia?]","Society of Colonial Wars in the Commonwealth of Pennsylvania","Art in America before the revolution; address before the Society of colonial wars in the commonwealth of Pennsylvania, March 12, 1908"
"807","artinamericacri00benj","Benjamin, S. G. W. (Samuel Greene Wheeler), 1837-1914",1880,"New York, Harper & Brothers","Art, American","Art in America; a critical and historical sketch"
"808","artinchicagobusi00fair","Fairweather Hardin Gallery",1900,"Chicago : Fairweather Hardin Gallery","Art","Art in Chicago business"
"809","artinegyp00masp","Maspero, G. (Gaston), 1846-1916",1912,"London : William Heinemann",NA,"Art in Egypt"
"810","artinnewyork00levy","Levy, Florence Nightingale, 1870-1947",1922,"New York : Art Service",NA,"Art in New York"
"811","artistesetamateu00lafe","Lafenestre, Georges, 1837-1919",1900,"Paris, Société d'édition artistique",NA,"Artistes et amateurs"
"812","artistesoublis00four","Fournier-Sarlovèze, Joseph Raymond, 1836-1916",1902,"Paris, P. Ollendorf",NA,"Artistes oubliés"
"813","Artistichouses1","King, David James, former owner. DSI",1883,"New York : Printed for the subscribers by D. Appleton and Company","Architecture, Domestic","Artistic houses : being a series of interior views of a number of the most beautiful and celebrated homes in the United States : with a description of the art treasures contained therein"
"814","Artistichouses1A","King, David James, former owner. DSI",1883,"New York : Printed for the subscribers by D. Appleton and Company","Architecture, Domestic","Artistic houses : being a series of interior views of a number of the most beautiful and celebrated homes in the United States : with a description of the art treasures contained therein"
"815","Artistichouses2","King, David James, former owner. DSI",1883,"New York : Printed for the subscribers by D. Appleton and Company","Architecture, Domestic","Artistic houses : being a series of interior views of a number of the most beautiful and celebrated homes in the United States : with a description of the art treasures contained therein"
"816","Artistichouses2A","King, David James, former owner. DSI",1883,"New York : Printed for the subscribers by D. Appleton and Company","Architecture, Domestic","Artistic houses : being a series of interior views of a number of the most beautiful and celebrated homes in the United States : with a description of the art treasures contained therein"
"817","artisticsideofph00ande","Anderson, A. J. (Arthur James), b. 1863",1910,"London, S. Paul & Co",NA,"The artistic side of photography in theory and practice"
"818","artistsinoklahom00engl","England, Bess",1900,NA,"Artists","Artists in Oklahoma - a handbook"
"819","artizan101852arti","Artizan club (London, England)",1843,"[London : Simpkin, Marshall, and Co.]","Technology","The Artizan"
"820","artizan111853arti","Artizan club (London, England)",1843,"[London : Simpkin, Marshall, and Co.]","Technology","The Artizan"
"821","artizan11843arti","Artizan club (London, England)",1843,"[London : Simpkin, Marshall, and Co.]","Technology","The Artizan"
"822","artizan121854arti","Artizan club (London, England)",1843,"[London : Simpkin, Marshall, and Co.]","Technology","The Artizan"
"823","artizan131855arti","Artizan club (London, England)",1843,"[London : Simpkin, Marshall, and Co.]","Technology","The Artizan"
"824","artizan141856arti","Artizan club (London, England)",1843,"[London : Simpkin, Marshall, and Co.]","Technology","The Artizan"
"825","artizan161858arti","Artizan club (London, England)",1843,"[London : Simpkin, Marshall, and Co.]","Technology","The Artizan"
"826","artizan171859arti","Artizan club (London, England)",1843,"[London : Simpkin, Marshall, and Co.]","Technology","The Artizan"
"827","artizan191861arti","Artizan club (London, England)",1843,"[London : Simpkin, Marshall, and Co.]","Technology","The Artizan"
"828","artizan201862arti","Artizan club (London, England)",1843,"[London : Simpkin, Marshall, and Co.]","Technology","The Artizan"
"829","artizan211863arti","Artizan club (London, England)",1843,"[London : Simpkin, Marshall, and Co.]","Technology","The Artizan"
"830","artizan21844arti","Artizan club (London, England)",1843,"[London : Simpkin, Marshall, and Co.]","Technology","The Artizan"
"831","artizan221864arti","Artizan club (London, England)",1843,"[London : Simpkin, Marshall, and Co.]","Technology","The Artizan"
"832","artizan231865arti","Artizan club (London, England)",1843,"[London : Simpkin, Marshall, and Co.]","Technology","The Artizan"
"833","artizan241866arti","Artizan club (London, England)",1843,"[London : Simpkin, Marshall, and Co.]","Technology","The Artizan"
"834","artizan251867arti","Artizan club (London, England)",1843,"[London : Simpkin, Marshall, and Co.]","Technology","The Artizan"
"835","artizan261868arti","Artizan club (London, England)",1843,"[London : Simpkin, Marshall, and Co.]","Technology","The Artizan"
"836","artizan271869arti","Artizan club (London, England)",1843,"[London : Simpkin, Marshall, and Co.]","Technology","The Artizan"
"837","artizan281870arti","Artizan club (London, England)",1843,"[London : Simpkin, Marshall, and Co.]","Technology","The Artizan"
"838","artizan291871arti","Artizan club (London, England)",1843,"[London : Simpkin, Marshall, and Co.]","Technology","The Artizan"
"839","artizan41846arti","Artizan club (London, England)",1843,"[London : Simpkin, Marshall, and Co.]","Technology","The Artizan"
"840","artizan71849arti","Artizan club (London, England)",1843,"[London : Simpkin, Marshall, and Co.]","Technology","The Artizan"
"841","artofbookreviewo00holm",NA,1914,"London, New York : ""The Studio"" ltd.","Book ornamentation","The art of the book; a review of some recent European and American work in typography, page decoration & binding"
"842","artofbronzecomme00slsn",NA,1904,"[S.l. : s.n.]","Nero, Angelo del","The art of the bronze : comments of the press"
"843","artofdrawnwor00wand","Wandle, Jennie Taylor",1901,"London ; New York : Butterick Pub. Co.",NA,"The art of drawn work.."
"844","artofdrawnwork00wand","Wandle, Jennie Taylor, Mrs",1891,"London and New York, The Butterick publishing co. (limited)",NA,"The art of drawn-work"
"845","artofexposition00neuh","Neuhaus, Eugen, 1879-1963",1915,"San Francisco : P. Elder","Panama-Pacific International Exposition (1915 : San Francisco, Calif.)","The art of the exposition : personal impressions of the architecture, sculpture, mural decorations, color scheme & other aesthetic aspects of the Panama-Pacific International Exposition"
"846","artofjamesmcneil00way",NA,1905,"London : G. Bell and Sons",NA,"The art of James McNeill Whistler : an appreciation"
"847","artofknitting00butt","Butterick Publishing Company",1892,"London ; New York : Butterick Pub. Co.",NA,"The Art of knitting"
"848","artofportraitpai00coll","Collier, John, 1850-1934",1905,"London, New York, Cassell","Portrait painting","The art of portrait painting"
"849","artofprinting00summ","Summers, Thomas O. (Thomas Osmond), 1812-1882",1871,"Nashville, Tenn., A.H. Redford, Agent, for the M.E. Church, South",NA,"The art of printing"
"850","artpracticeoft00gres","Gress, Edmund G. (Edmund Geiger), 1872-1934",1917,"New York : Oswald Pub. Co.","Printing","The art & practice of typography : a manual of American printing, including a brief history up to the twentieth century, with reproductions of the work of early masters of the craft, and a practical discussion and an extensive demonstration of the modern use of type-faces and methods of arrangement"
"851","artrevivalinaust00holm","Holme, Charles, 1848-1923",1906,"London, Paris, New York, Offices of 'The Studio'",NA,"The art-revival in Austria"
"852","artsappliquset00sand",NA,1912,"Paris, Comité Français des Expositions à l'Étranger et Société d'Encouragement à l'Art et à L'Industrie","Decorative arts","Arts appliqués et industries d'art aux expositions"
"853","artscienceofwarv00cart","Carter, Robert Goldthwaite, 1845-1936",1922,"Washington, D. C., National publishing co., printers",NA,"The art and science of war versus the art of fighting"
"854","artscraftsofanc00petr","Petrie, W. M. Flinders (William Matthew Flinders), 1853-1942",1910,"Chicago, Edinburgh, McClurg","Art, Egyptian","The arts and crafts of ancient Egypt"
"855","artscraftsofind00coom","Coomaraswamy, Ananda Kentish, 1877-1947",1913,"London, Edinburgh, T.N. Foulis","Decorative arts","The arts & crafts of India & Ceylon"
"856","artsinmiddleag00jaco",NA,1870,"London, Chapman and Hall","Art, Medieval","The arts in the Middle Ages, and at the period of the Renaissance"
"857","artstationeryusa00carr","Carroll, George D",1879,"[New York] Dempsey & Carroll",NA,"Art stationery and usages of polite society"
"858","arttreasuresofwa00hend","Henderson, Helen Weston, 1874-",1912,"Boston : L. C. Page & Company","Art museums","The art treasures of Washington : an account of the Corcoran Gallery of Art and of the National Gallery and Museum, with descriptions and criticisms of their contents; including, also, an account of the works of art in the Capitol, and in the Library of Congress, and of the most important statuary in the city"
"859","asabukishinozaki00toky","Tokyo Bijutsu Kurabu",NA,"Tokyo : Tokyo Bijutsu Kurabu","Asabuki family","Asabuki Shi, Nozaki Shi Zohin Nyusatsu"
"860","ashcroftsrailway1862ashc","Ashcroft, John",1862,"New York : John Ashcroft","Railroads","Ashcroft's railway directory for ... : containing an official list of all the officers and directors of the rail-roads in the United States & Canadas, together with their financial condition and amount of rolling stock"
"861","ashcroftsrailway1863ashc","Ashcroft, John",1862,"New York : John Ashcroft","Railroads","Ashcroft's railway directory for ... : containing an official list of all the officers and directors of the rail-roads in the United States & Canadas, together with their financial condition and amount of rolling stock"
"862","ashcroftsrailway1864ashc","Ashcroft, John",1862,"New York : John Ashcroft","Railroads","Ashcroft's railway directory for ... : containing an official list of all the officers and directors of the rail-roads in the United States & Canadas, together with their financial condition and amount of rolling stock"
"863","ashcroftsrailway1865ashc","Ashcroft, John",1862,"New York : John Ashcroft","Railroads","Ashcroft's railway directory for ... : containing an official list of all the officers and directors of the rail-roads in the United States & Canadas, together with their financial condition and amount of rolling stock"
"864","ashcroftsrailway1866ashc","Ashcroft, John",1862,"New York : John Ashcroft","Railroads","Ashcroft's railway directory for ... : containing an official list of all the officers and directors of the rail-roads in the United States & Canadas, together with their financial condition and amount of rolling stock"
"865","asrelaesdodescob00gome",NA,1899,"[S.l. : s.n.]",NA,"As relações do descobrimento da Guiné e das ilhas dos Açores, Madeira e Cabo Verde"
"866","Astronomianovaa00Kepl",NA,1609,"[Heidelberg : G. Voegelinus]","Astronomy","Astronomia nova aitiologetos [romanized] : sev physica coelestis, tradita commentariis de motibvs stellæ Martis, ex observationibus G. V. Tychonis Brahe ; jussu & sumptibus Rvdolphi II ... plurimum annorum pertinaci studio elaborata Pragæ ..."
"867","astronominstacc00gaerrich",NA,NA,NA,NA,"Astronomical Instruments and Accessories"
"868","athleticsfootba00shea","Shearman, Montague, Sir, 1857-1930",1894,"London : Longmans, Green","Athletics","Athletics and football"
"869","Atlasdeutscheru00Germ","Germany. Seeflugzeug-Versuchs-Kommando",1917,"Warnemünde : Seeflugzeug-Versuchs-Kommando","Seaplanes","Atlas deutscher und ausländischer Seeflugzeuge"
"870","atollresear3473541991smit",NA,1951,"Washington, D.C. : [Smithsonian Press]","Coral reefs and islands","Atoll research bulletin"
"871","atollresearc223232197smit",NA,1951,"Washington, D.C. : [Smithsonian Press]","Coral reefs and islands","Atoll research bulletin"
"872","atollresearch11419511smit",NA,1951,"Washington, D.C. : [Smithsonian Press]","Coral reefs and islands","Atoll research bulletin"
"873","atollresearch15181953smit",NA,1951,"Washington, D.C. : [Smithsonian Press]","Coral reefs and islands","Atoll research bulletin"
"874","atollresearch26027219smit",NA,1951,"Washington, D.C. : [Smithsonian Press]","Coral reefs and islands","Atoll research bulletin"
"875","atollresearch27328119smit",NA,1951,"Washington, D.C. : [Smithsonian Press]","Coral reefs and islands","Atoll research bulletin"
"876","atollresearch37471955smit",NA,1951,"Washington, D.C. : [Smithsonian Press]","Coral reefs and islands","Atoll research bulletin"
"877","atollresearch86941962smit",NA,1951,"Washington, D.C. : [Smithsonian Press]","Coral reefs and islands","Atoll research bulletin"
"878","atollresearchb1491501smit",NA,1951,"Washington, D.C. : [Smithsonian Press]","Coral reefs and islands","Atoll research bulletin"
"879","atollresearchb1751861smit",NA,1951,"Washington, D.C. : [Smithsonian Press]","Coral reefs and islands","Atoll research bulletin"
"880","atollresearchb1927195smit",NA,1951,"Washington, D.C. : [Smithsonian Press]","Coral reefs and islands","Atoll research bulletin"
"881","atollresearchb2332401smit",NA,1951,"Washington, D.C. : [Smithsonian Press]","Coral reefs and islands","Atoll research bulletin"
"882","atollresearchb2412511smit",NA,1951,"Washington, D.C. : [Smithsonian Press]","Coral reefs and islands","Atoll research bulletin"
"883","atollresearchb2933111smit",NA,1951,"Washington, D.C. : [Smithsonian Press]","Coral reefs and islands","Atoll research bulletin"
"884","atollresearchb3303461smit",NA,1951,"Washington, D.C. : [Smithsonian Press]","Coral reefs and islands","Atoll research bulletin"
